rp_Mpch,wp
3.454372042201772630e-01,2.391205133068300768e+02
4.461648983227694543e-01,2.004129558380468552e+02
5.761315411540556264e-01,1.484830737663049263e+02
7.440708482370408383e-01,1.205684211729592903e+02
9.610092633263125350e-01,1.141765501884557068e+02
1.241503848616181571e+00,1.027211782709755141e+02
1.603787761512978971e+00,9.089198649314556633e+01
2.071445678996634676e+00,7.386283250374765430e+01
2.675342340724165879e+00,6.322067858821905872e+01
3.455265683085393835e+00,5.120713940725150337e+01
4.462665033179781915e+00,4.212915369823738843e+01
5.763681417427013010e+00,3.462695239764684629e+01
7.444168428951042138e+00,2.757426562758777422e+01
9.614184792037381300e+00,2.167601082011452718e+01
1.241688294476628229e+01,1.650905686700622965e+01
1.603595217029648978e+01,1.246178359295989324e+01
2.071005388707204631e+01,8.739385399890107209e+00
2.674655413559840511e+01,5.892546898063605099e+00
