s_Mpch,xi0,xi2,xi4
3.209950419740855931e+00,5.397283008800560111e+00,2.371143907868906275e+00,2.790827100469565281e+00
5.128923220216033307e+00,2.831425699335509805e+00,6.778204327895755998e-01,1.189070687055855391e+00
7.092612863781418753e+00,1.681031600276423177e+00,5.733141272834293284e-02,5.229141514990837125e-01
9.071963270586660855e+00,1.096603239358838966e+00,-1.331945343530991088e-01,2.498070077500947894e-01
1.105884064726174110e+01,7.630257116451317767e-01,-1.970301628578607911e-01,1.403629190269382598e-01
1.304971403595298085e+01,5.597449339121930434e-01,-1.904161681247834581e-01,7.536302732457313136e-02
1.504287183756461310e+01,4.244622245792519788e-01,-1.843345696344329265e-01,6.010314975979055840e-02
1.703776120136335237e+01,3.306290386800076475e-01,-1.593867230660603873e-01,3.797952667685289274e-02
1.903363014053131863e+01,2.664757098931190837e-01,-1.418133758603948857e-01,2.146834930461256896e-02
2.103034458842267895e+01,2.128113769932700738e-01,-1.262034289805271658e-01,2.094082753710726358e-02
2.302762930479991610e+01,1.748665162870983725e-01,-1.063062051707322625e-01,7.646054550321646978e-03
2.502534068554185964e+01,1.427190381076180181e-01,-9.546973812303702345e-02,1.278129326562066868e-02
2.702343493113223261e+01,1.209418605385975398e-01,-8.290807414127582264e-02,6.368610644560507641e-03
2.902167974781085746e+01,9.993434598508177391e-02,-7.675402611945685016e-02,7.693459352120140052e-03
3.102019195287233799e+01,8.557537660022829229e-02,-6.893479655888741509e-02,1.068911271070964279e-02
3.301892178773326236e+01,7.345204993693914275e-02,-6.729033132944886586e-02,6.129798015042115661e-03
3.501779202269269575e+01,6.144724619545485766e-02,-6.139151820987766295e-02,8.464331208176013172e-03
3.701675362062272256e+01,5.368941897198756252e-02,-5.326056192353932628e-02,-1.085903196690821007e-03
3.901586904257386834e+01,4.701934330041898646e-02,-5.153570393873920658e-02,7.876101849595355808e-03
4.101505024060733007e+01,3.805105322325384731e-02,-5.050221910636231576e-02,4.343604418821131463e-03
4.301432719848163799e+01,3.328299573518499199e-02,-4.539981088229173151e-02,4.394937704234515990e-03
4.501369287044585832e+01,2.925035731627731450e-02,-4.357395620644718970e-02,3.030089689757695971e-03
4.701303818458018924e+01,2.550884539917085136e-02,-3.641905154825708646e-02,1.234870784779556769e-03
4.901244047905813517e+01,2.248600617171466962e-02,-3.352088336558667336e-02,-2.584916652611423055e-04
5.101193216587191870e+01,2.001819040688661289e-02,-3.066262500856108131e-02,5.388485525203416280e-04
5.301144661603326824e+01,1.718385800532724189e-02,-2.947224299984504275e-02,5.302361755093465412e-04
5.501099677232642904e+01,1.599671702070663143e-02,-2.623775450285030508e-02,3.531739012750880098e-04
5.701052766548338724e+01,1.454473167814065646e-02,-2.557568208863529244e-02,-6.054657502095304750e-04
5.901015495395819244e+01,1.298625974515183606e-02,-2.116787937248913731e-02,2.727640823082201280e-03
